street,location
"4265 N. 81St Street Scottsdale, AZ 85251","(33.497727, -111.905869)"
"10601 Gandy Blvd N St Petersburg, FL 33702","(27.8690215, -82.62412929999999)"
"1360 Oregon Boulevard Waterford Township, MI 48327","(42.618808, -83.3860629)"
"4204 Donnington Dr Plano, TX 75093","(33.0317535, -96.77462070000001)"
"1005 E Las Tunas Dr Apt 430 San Gabriel, CA 91776","(34.1036792, -118.0858855)"
"1757 W Augusta Chicago, IL 60622","(41.8994704, -87.67193759999999)"
"6005 West 32Nd Street Sioux Falls, SD 57106","(43.5222959, -96.8015678)"
"5926 Misty Gln San Antonio, TX 78247","(29.5951005, -98.37360849999999)"
"4079 Center St Baldwin Park, CA 91706","(34.0859766, -117.9783265)"
"3417 Stone Creek Dr Joliet, IL 60435","(41.5852786, -88.1536495)"
"2309 E Cinnabar Ave Phoenix, AZ 85028","(33.5758484, -112.0325)"
"820 High Point Ln Chesapeake, VA 23322","(36.7013596, -76.2060036)"
"66 Jubilee St New Britain, CT 6051","(41.6689921, -72.76303469999999)"
"730 Broadview St Kansas City, KS 66101","(39.1052385, -94.628097)"
"5316 Sw 120Th Ave Cooper City, FL 33330","(26.0521812, -80.3083837)"
"15 Oxford Lane Windsor, CT 6095","(41.8899262, -72.6380424)"
"135 N Hillcrest Blvd Inglewood, CA 90301","(33.964137, -118.349007)"
"12 Aberdeen Rd Smithtown, NY 11787","(40.8272068, -73.2124188)"
"15477 N Main St Jacksonville, FL 32218","(30.5198318, -81.6203551)"
"1623 Highland Ct Glendale Heights, IL 60139","(41.9189561, -88.0647089)"
"100 West 12 Street Bayonne, NJ 7002","(40.6583159, -74.1289853)"
"825 Shasta Circle El Dorado Hills, CA 95762","(38.6578748, -121.0773779)"
"702 Barchester Dr San Antonio, TX 78216","(29.5104633, -98.50373490000001)"
"200 Poplar Trl Warrior, AL 35180","(33.8807041, -86.8473073)"
"22308 Pondsville Rd Smithsburg, MD 21783","(39.6220487, -77.5915595)"
"7245 34Th Ave N Saint Petersburg, FL 33710","(27.8029811, -82.7390762)"
"3344 Hartsfield Way W Mobile, AL 36695","(30.6208391, -88.2610153)"
"1389 4Th St Daytona Beach, FL 32124","(29.2246757, -81.0564971)"
"288 E Olive Rd Pensacola, FL 32514","(30.51153099999999, -87.2521019)"
"18520 Vincennes St #54 Northridge, CA 91324","(34.2405595, -118.5372084)"
"4327 Clark Ave Hammond, IN 46327","(41.6345089, -87.5235306)"
"241 East Cleveland Avenue Montebello, CA 90640","(34.0099806, -118.0977512)"
"53401 Crestview Dr South Bend, IN 46635","(41.7176745, -86.2066969)"
"187 Oxbow Dr Willimantic, CT 6226","(41.698889, -72.2069763)"
"7720 Bender Rd Hyattsville, MD 20785","(38.9174689, -76.872691)"
"245 Avenue De La Couleurs Sparks, NV 89434","(39.5122651, -119.6407935)"
"7157 Pear Tree Ln El Paso, TX 79915","(31.7496401, -106.3912468)"
"14401 Wildflower Loop Fort Smith, AR 72916","(35.2498689, -94.395088)"
"5504 Morgan Ave Los Angeles, CA 90011","(33.99274090000001, -118.244325)"
"213 N. Gunther Pl Santa Ana, CA 92703","(33.7465583, -117.9166388)"
"839 Buckhorn Dr Salinas, CA 93905","(36.6961106, -121.6011877)"
"2966 Simpson Ave Juneau, AK 99801","(58.2891, -134.4240001)"
"3 Nacelle Rd Middle River, MD 21220","(39.3449166, -76.45768690000001)"
"3113 Mimosa Drive Sherman, TX 75092","(33.6663287, -96.6402203)"
"7902 Montero Dr Prospect, KY 40059","(38.3418206, -85.59908999999999)"
"1101 Parkside Dr Webster, NY 14580","(43.20081589999999, -77.5095158)"
"241 Union St Hackansack, NJ 7601","(40.8861672, -74.0457559)"
"9365 Fourth Street Bay City, OR 97107","(45.5243691, -123.8898529)"
"208 Murray St. Goshen, IN 46526","(41.5722326, -85.83284599999999)"
"1346 S Spur Mesa, AZ 85204","(33.390289, -111.8010113)"
"12731 Oxnard Street Los Angeles, CA 91606","(34.17964389999999, -118.4106282)"
"14914 Pemberton Dr La Mirada, CA 90638","(33.8952535, -118.0150635)"
"783 Inwood Drive Hinesville, GA 31313","(31.8464666, -81.6174437)"
"2 Colgate Ct Shoreham, NY 11786","(40.9615613, -72.8890467)"
"543 Enchanted Pkwy Manchester, MO 63021","(38.5850805, -90.5043173)"
"15951 Saint Johns Dr San Lorenzo, CA 94580","(37.6848865, -122.1205549)"
"2700 Canton St Dallas, TX 75226","(32.781798, -96.78394899999999)"
"7476 Hillcrest Dr Abbottstown, PA 17301","(39.8853958, -76.9510956)"
"23850 Red Bluff Rd Vancleave, MS 39565","(30.6866197, -88.68879)"
"3148 Nw 108Th Ter Sunrise, FL 33351","(26.1652118, -80.2939964)"
"35236 Lantern Light Drive Winchester, CA 92596","(33.6128947, -117.0928997)"
"165 Decatur St Brooklyn, NY 11233","(40.681249, -73.936943)"
"3036 Hunton Cottage Ln. Glen Allen, VA 23059","(37.6860953, -77.5384764)"
"524 Avenue D Billings, MT 59102","(45.7867233, -108.5292264)"
"128 County Road 755 Riceville, TN 37370","(35.328854, -84.656875)"
"12 Fleming Ct Weston, FL 33326","(26.1223133, -80.3813843)"
"643 Harbor Villa Ct Clermont, FL 34711","(28.562303, -81.74676099999999)"
"86 Forest Road Centereach, NY 11720","(40.87256199999999, -73.0924752)"
"15047 S Markley Rd Danville, IL 61834","(40.1062906, -87.5729241)"
"16 Benjamin St Glen Head, NY 11545","(40.8337145, -73.6237946)"
"436 West Main Street Huntington, NY 11743","(40.8697268, -73.4362514)"
"5710 White Oak Mill San Antonio, TX 78253","(29.4891815, -98.7466012)"
"1723 Swan Loop W Upland, CA 91784","(34.1259618, -117.6326892)"
"6310 Chapman Houston, TX 77022","(29.8161718, -95.3544786)"
"1701 22Nd St Galveston, TX 77550","(29.2939644, -94.78888169999999)"
"2044 Byrd Street Dearborn, MI 48124","(42.28946579999999, -83.2274083)"
"273 Parrott St San Leandro, CA 94577","(37.7216607, -122.1550685)"
"241 Organza Place Chuluota, FL 32766","(28.6492987, -81.1219777)"
"10300 Golf Course Road Apt.1412 Albuquerque, NM 87114","(35.2034284, -106.6759236)"
"9521 Anns Way Plano, TX 75025","(33.1083177, -96.753874)"
"2167 W Rock Creek Ct Merced, CA 95348","(37.328635, -120.5257731)"
"7224 S California Ave Chicago, IL 60629","(41.7618896, -87.69317439999999)"
"6027 Stuyvesant Ln Westerville, OH 43081","(40.103807, -82.83698000000001)"
"117-23 126Th St South Ozone Park, NY 11420","(40.674485, -73.811595)"
"809 Hummingbird Way North Palm Beach, FL 33408","(26.8134349, -80.073064)"
"1143 S Monitor Ave Chicago, IL 60644","(41.86610779999999, -87.77020279999999)"
"251 King St Conneaut, OH 44030","(41.9361728, -80.58422399999999)"
"5345 Miwok Dr Silver Springs, NV 89429","(39.370567, -119.372326)"
"2316 May St Pittsburgh, PA 15235","(40.492854, -79.78569619999999)"
"629 N 7Th St Marietta, OH 45750","(39.426674, -81.456072)"
"7120 Snyder Hill Rd Cattaraugus, NY 14719","(42.3033412, -78.8990163)"
"15229 Harvest Ave Norwalk, CA 90650","(33.8922087, -118.0924929)"
"17177 Donmetz St Granada Hills, CA 91344","(34.2740555, -118.5073114)"
"330 Elan Village Ln Unit 112 San Jose, CA 95134","(37.4004565, -121.9265418)"
"303 Michaels Ridge Blvd Johnson City, TN 37615","(36.3598528, -82.46000149999999)"
"15102 Steprock Dr La Mirada, CA 90638","(33.9198134, -118.0093911)"
"1252 Anchor Ave Beachwood, NJ 8722","(39.9223765, -74.2044275)"
"2842 Sequoia Dr Macungie, PA 18062","(40.52471300000001, -75.568214)"
"1130 Marine Ave Gardena, CA 90247","(33.89422649999999, -118.2947994)"
"12723 Indian Wells Dr Houston, TX 77066","(29.973986, -95.51689069999999)"
"1803 Amber Road Killeen, TX 76543","(31.0938727, -97.71237289999999)"
"3015 Graham Ln Tampa, FL 33618","(28.0554773, -82.4912868)"
"13545 Sw 74Th Pl Miami, FL 33156","(25.644673, -80.314978)"
"14 Abbeywood Cir Sacramento, CA 95823","(38.4666566, -121.420417)"
"3866 Beech St Cincinnati, OH 45227","(39.14642449999999, -84.3839691)"
"1216 Westview Terrace Laurel, MD 20707","(39.1066849, -76.8645935)"
"406 Scotland Drive Kings Mountain, NC 28086","(35.230357, -81.3687491)"
"2748 Bluestone Dr Sw Atlanta, GA 30331","(33.680886, -84.58879549999999)"
"7832 E Lee St Tucson, AZ 85715","(32.24077219999999, -110.8250006)"
"1861 Wyoming Court Lawrenceburg, IN 47025","(39.1949276, -84.8548854)"
"8667 Mariners Dr Stockton, CA 95219","(38.02971, -121.363888)"
"4588 Commons Park Dr New Albany, OH 43054","(40.0751734, -82.8446465)"
"6019 39Th Avenue Woodside, NY 11377","(40.747483, -73.9028155)"
"3751 Lassen St Napa, CA 94558","(38.3294058, -122.3131876)"
"3021 S Christiana Ave Chicago, IL 60623","(41.838322, -87.70831340000001)"
"9527 Domer Rd Santee, CA 92071","(32.8505357, -116.9969003)"
"2858 E Alta Vista St Tucson, AZ 85716","(32.2563655, -110.929265)"
"51 Hawthorne Dr Seekonk, MA 2771","(41.7992063, -71.3129636)"
"8445 County Road 121 Rosharon, TX 77583","(29.361407, -95.358459)"
"3766 Newhouse Road Ostrander, OH 43061","(40.2664795, -83.1875288)"
"8805 3Rd Ave Brooklyn, NY 11209","(40.621678, -74.0314583)"
"713 White Horse Pike Hammonton, NJ 8037","(39.6694844, -74.8232286)"
"479 Green Morgan School Rd Clyo, GA 31303","(32.444061, -81.337975)"
"1192 Walton Ave Bronx, NY 10452","(40.83471730000001, -73.919326)"
"6507 Hudson Ave West New York, NJ 7093","(40.7915844, -74.00937669999999)"
"1840 East Susquehanna Street Allentown, PA 18103","(40.594525, -75.4133952)"
"2209 Gulfstream Dr Little Elm, TX 75068","(33.1925774, -96.901168)"
"14932 Chesterfield Ave Warren, MI 48089","(42.4774265, -82.9685913)"
"207 Miller Ave Elmwood Park, NJ 7407","(40.9091995, -74.1197821)"
"621 S Dale Ave Anaheim, CA 92804","(33.8239729, -117.9849608)"
"3700 S Sepulveda Blvd Los Angeles, CA 90034","(34.0150657, -118.4181814)"
"1664 S Penrose Dr Gilbert, AZ 85295","(33.3200914, -111.7335421)"
"6119 12Th St Port Arthur, TX 77642","(29.9283607, -93.89502670000002)"
"1373 S Ridge Dr Mandeville, LA 70448","(30.378447, -90.02562499999999)"
"715 E 37Th St Brooklyn, NY 11203","(40.6395974, -73.9412863)"
"132 Holly Mill Village Dr Canton, GA 30114","(34.1793789, -84.5208057)"
"4050 W Aerie Dr Tucson, AZ 85741","(32.3340609, -111.050826)"
"167 Lazy Ln Livingston, TX 77351","(30.735784, -95.08067299999999)"
"504 Savannah Dr Jacksonville, NC 28546","(34.81483860000001, -77.4154423)"
"3212 Dynasty Dr District Heights, MD 20747","(38.84498, -76.90355199999999)"
"346 Strawberry Hill Ave Norwalk, CT 6851","(41.128574, -73.3909505)"
"110 Sherburne St S Stillwater, MN 55082","(45.0544129, -92.82181589999999)"
"3312 Hudson Avenue Union City, NJ 7087","(40.7704101, -74.0253828)"
"2056 W Shady Glen Ave Phoenix, AZ 85023","(33.648007, -112.1049008)"
"5277 Rocking Horse Pl Oviedo, FL 32765","(28.6164986, -81.2474048)"
"2171 Sw 25Th St Miami, FL 33133","(25.7457939, -80.22914689999999)"
"18955 Yawl Pl Cottonwood, CA 96022","(40.3443973, -122.1980471)"
"7834 Shellye Rd Glen Burnie, MD 21060","(39.1424086, -76.58871309999999)"
"1529 Spring St Se Smyrna, GA 30080","(33.8841495, -84.5090994)"
"14445 Sw Chickadee Rd Terrebonne, OR 97760","(44.4307569, -121.2775263)"
"48 Redfield Circle Derry, NH 3038","(42.8898538, -71.2666096)"
"6405 Fairfield Dr Rowlett, TX 75089","(32.9231533, -96.52583020000002)"
"8123 Oriole Point Dr Avon, IN 46123","(39.7385051, -86.378754)"
"2646 Ogleton Rd Annapolis, MD 21403","(38.948136, -76.4767959)"
"8576 Alissa Way Elk Grove, CA 95624","(38.446206, -121.3951213)"
"218 Chestnut St Port Jefferson Station, NY 11776","(40.9406425, -73.06013829999999)"
"1403 Orwell Dr Roseville, CA 95747","(38.76340760000001, -121.3205864)"
"56 Burney Blvd Mastic, NY 11950","(40.8234444, -72.8539711)"
"946 W Bertrand St Houston, TX 77088","(29.8864747, -95.41723250000001)"
"1296 Worcester Rd Framingham, MA 1702","(42.2967362, -71.451342)"
"1268 Palo Verde Dr Ridgecrest, CA 93555","(35.6432399, -117.6717643)"
"2105 Symes St Ferndale, MI 48220","(42.4639469, -83.11750289999999)"
"10 Pine Hill Circle Camilla, GA 31730","(31.2156619, -84.2103233)"
"6433 99Th Street Queens, NY 11374","(40.730072, -73.855334)"
"12536 Mcgee Dr Whittier, CA 90606","(33.96081050000001, -118.0506039)"
"634 Wood St Dunedin, FL 34698","(28.011564, -82.7826382)"
"11132 Main Range Trail Littleton, CO 80127","(39.5768212, -105.1232003)"
"36 Kenilworth Pl Brooklyn, NY 11210","(40.634831, -73.95142299999999)"
"10292 Randall St Orange, CA 92869","(33.8136801, -117.7806504)"
"23 Birch Drive Chatham, IL 62629","(39.6778343, -89.6491941)"
"200 Fox Hill Unit A New Lenox, IL 60451","(41.5134032, -87.9759198)"
"5005 Bermuda Cir Orlando, FL 32808","(28.602921, -81.438363)"
"809 Northwest Springwood Drive Blue Springs, MO 64015","(39.0271147, -94.3083827)"
"10 Cardinal Rd Middletown, NJ 7748","(40.3737718, -74.1231243)"
"11 Nella Lane Port Chester, NY 10573","(40.9928921, -73.6629462)"
"6348 Ravenwood Way Sarasota, FL 34243","(27.3865745, -82.489616)"
"420 Smythe Dr Williams Bay, WI 53191","(42.5785059, -88.55817329999999)"
"9385 W Pearson Rd West Milton, OH 45383","(39.97258, -84.378648)"
"10762 N Pecatonica Rd Leaf River, IL 61047","(42.1684776, -89.35649760000001)"
"207 Red Wing Dr Dayton, NV 89403","(39.2718445, -119.5831008)"
"1009 Connecticut Ave Glen Allen, VA 23060","(37.6532935, -77.4560307)"
"1955 Shore View Dr Indialantic, FL 32903","(28.1092812, -80.58502659999999)"
"187-25 Linden Boulevard Queens, NY 11412","(40.6920609, -73.7645119)"
"542 Island Ford Road Statesville, NC 28625","(35.790048, -80.95595)"
"1101 County Road 134 Floresville, TX 78114","(29.05631439999999, -98.1947216)"
"1816 Redwood Lane Mchenry, IL 60051","(42.3554552, -88.2600915)"
"5058 Stone Ridge Dr Chino Hills, CA 91709","(33.9673669, -117.6942437)"
"205 Silver Ridge Rd Covington, GA 30016","(33.607619, -83.928587)"
"5418 Logwood Ave Louisville, KY 40272","(38.0805057, -85.86735449999999)"
"2 Tooke Street Fort Walton Beach, FL 32547","(30.4343656, -86.6071396)"
"2730 N Richmond St Chicago, IL 60647","(41.9311509, -87.7016155)"
"1 Tasha Dr Pelzer, SC 29669","(34.6452109, -82.4755084)"
"14015 N 94Th St Scottsdale, AZ 85260","(33.6141394, -111.8772136)"
"1410 Brew Moss Drive Clarksville, TN 37043","(36.5478674, -87.2556899)"
"1950 9Th St La Verne, CA 91750","(34.10653080000001, -117.7709854)"
"1311 Truman Ln Laredo, TX 78046","(27.4854859, -99.4603546)"
"213 Silver Lane East Hartford, CT 6118","(41.7614351, -72.63523409999999)"
"7131 75Th St Wyoming, IA 52362","(42.0393726, -91.01731339999999)"
"4149 Waynesboro Ct Woodbridge, VA 22193","(38.66074, -77.3323752)"
"28 Mallard Run Drive Arden, NC 28704","(35.4570523, -82.56082459999999)"
"142 S Village Rd Loudon, NH 3307","(43.2777523, -71.4648682)"
"8430 Chestnut Oak Ct Harrisburg, NC 28075","(35.3007434, -80.6263393)"
"15 Wisteria Way Wrentham, MA 2093","(42.0484051, -71.3468091)"
"8027 Lake Dr Doral, FL 33166","(25.820179, -80.328627)"
"1904 Pointe East Lane El Paso, TX 79936","(31.7681797, -106.2885554)"
"116 Cobble Drive Windsor, CO 80550","(40.4599433, -104.8932844)"
"230 Polifly Rd Hackensack, NJ 7601","(40.8744793, -74.06007559999999)"
"1725 West Placita Del Zocalo Sahuarita, AZ 85629","(31.9279397, -111.0026593)"
"9612 Pepperidge Dr Indianapolis, IN 46235","(39.8383794, -85.99897109999999)"
"2001 S Haster St Anaheim, CA 92802","(33.7981354, -117.9066937)"
"85-25 120Th Street Kew Gardens, NY 11415","(40.702421, -73.830522)"
"21042 E Arrow Hwy Covina, CA 91724","(34.1059809, -117.8452293)"
"6 Pointview Ter Bayonne, NJ 7002","(40.6466488, -74.13700220000001)"
"345 Champion Blvd Apt 828 San Marcos, TX 78666","(29.948364, -97.884793)"
"5255 Jeff Dr Las Vegas, NV 89110","(36.1727163, -115.0595038)"
"19555 John F Kennedy Dr Riverside, CA 92508","(33.9022091, -117.3217964)"
"1537 Glenn Avenue Modesto, CA 95358","(37.6019223, -121.013687)"
"6136 Isaac Avenue Southeast Auburn, WA 98092","(47.2516516, -122.2150975)"
"101 Denman Dr Mount Pleasant, TX 75455","(33.157497, -94.95252119999999)"
"1528 W Oak Ave Lompoc, CA 93436","(34.6518336, -120.4769627)"
"172 Mechanic St Danielson, CT 6239","(41.8119696, -71.88314280000002)"
"14924 Terrace Ln Midlothian, IL 60445","(41.6212241, -87.7197822)"
"10044 Keystone Dr El Paso, TX 79924","(31.9014381, -106.4263934)"
"1421 Acapulco Dr Dallas, TX 75232","(32.6711011, -96.84316109999999)"
"110 Flag Dr W Lake Jackson, TX 77566","(29.0170481, -95.43433859999999)"
"2028 Veracruz Ln Oxnard, CA 93036","(34.221545, -119.1759725)"
"9877 Westview Dr Apt 611 Coral Springs, FL 33076","(26.2989067, -80.2565171)"
"2322 Brown Deer Ct Chino Hills, CA 91709","(33.9872573, -117.7535)"
"174 Linda Vista Dr Daly City, CA 94014","(37.6993089, -122.414318)"
"2611 Aggie Dr Edinburg, TX 78542","(26.2700437, -98.1157625)"
"13625 Hawkeye Dr Orlando, FL 32837","(28.3648442, -81.39838309999999)"
"1450 Adrian Way San Jose, CA 95122","(37.341305, -121.8292606)"
"105 Eklund Way Greeley, CO 80631","(40.43477120000001, -104.7075724)"
"1827 94Th Drive Southeast Lake Stevens, WA 98258","(47.979177, -122.1040792)"
"101 Weymouth Cir Lansdale, PA 19446","(40.2513442, -75.2337192)"
"12303 Justice Pl Glenn Dale, MD 20769","(38.9677202, -76.7930234)"
"1481 Audubon Dr Brownsburg, IN 46112","(39.8654245, -86.3833052)"
"7608 E Morelos Pl Tucson, AZ 85710","(32.2018551, -110.8300763)"
"155 Norma Dr Lexington, NC 27292","(35.707796, -80.285398)"
"2791 Alyndale Dr Eugene, OR 97404","(44.1053843, -123.1461058)"
"336 Concord Ln Middletown, NY 10940","(41.4357307, -74.4438559)"
"3485 Clark Dr Washoe Valley, NV 89704","(39.285216, -119.777144)"
"11758 Spectacular Bid Cir. Colorado Springs, CO 80921","(39.00355400000001, -104.805119)"
"4850 N Miami Gardens St Brazil, IN 47834","(39.5247519, -87.2394609)"
"5674 W 6655 S West Jordan, UT 84081","(40.6303773, -112.0262821)"
"7 Peach Tree Lane North Haledon, NJ 7508","(40.9590844, -74.1686027)"
"7624 Rutgers Circle Fairburn, GA 30213","(33.5455604, -84.5696519)"
"610 Read St Seekonk, MA 2771","(41.8635867, -71.3058995)"
"6445 Carmichael, CA 95608","(38.6185142, -121.3287487)"
"10288 Claude Lewis Road Middlesex, NC 27557","(35.7699149, -78.1771729)"
"920 Park View Street Castle Rock, CO 80104","(39.3820517, -104.8519605)"
"5801 Cherrywood Terrace Greenbelt, MD 20770","(39.0016036, -76.908033)"
"9790 Old Corpus Christi Hwy San Antonio, TX 78223","(29.320019, -98.406459)"
"4512 Golfwood Blvd Tampa, FL 33634","(27.9837092, -82.5529274)"
"103-15 97Th Street Ozone Park, NY 11417","(40.68234899999999, -73.842702)"
"2256 Crums Ln Louisville, KY 40216","(38.194327, -85.817273)"
"728 N Glendale Dr Rocky Mount, NC 27801","(35.9395661, -77.7710675)"
"11051 Ocean Dr Culver City, CA 90230","(34.0020852, -118.3993547)"
"257 Recore Rd West Chazy, NY 12992","(44.811864, -73.5464825)"
"2810 Falcon Avenue Medford, NY 11763","(40.8279261, -72.9786968)"
"4585 Lexington Ave Los Angeles, CA 90029","(34.0937478, -118.288999)"
"217 Nahant Road Nahant, MA 1908","(42.4269024, -70.9249729)"
"3236 Napa Ct Dekalb, IL 60115","(41.9671499, -88.75766600000001)"
"5038 Kasper St Corpus Christi, TX 78415","(27.7246487, -97.4034861)"
"507 Clearbrook Rd Matthews, NC 28105","(35.106812, -80.7201207)"
"3233 2Nd Avenue South Minneapolis, MN 55408","(44.9438288, -93.2737858)"
"2933 Augusta St San Luis Obispo, CA 93401","(35.2672217, -120.6416959)"
"21B Clearview Circle Hudson, NH 3051","(42.7724366, -71.398137)"
"5614 Vincent Ct Se Olympia, WA 98513","(46.9975363, -122.7931353)"
"374 Montauk Hwy Eastport, NY 11941","(40.8251134, -72.7198068)"
"2140 17 Mile Rd Ne Cedar Springs, MI 49319","(43.21856700000001, -85.61771)"
"1024 Teneyck Ave Stratford, IA 50249","(42.2735697, -93.92271149999999)"
"9361 Royal Valley Drive North Royalton, OH 44133","(41.3409999, -81.7211975)"
"619 E Olive Ave Burbank, CA 91501","(34.1862889, -118.3035681)"
"350 E 1300 N Bountiful, UT 84010","(40.9025582, -111.8733238)"
"5503 Cumberland Star Ct Lutz, FL 33558","(41.6032207, -73.087749)"
"317 Chestnut St North Attleboro, MA 2760","(41.9752915, -71.3198175)"
"8301 133Rd St E Puyallup, WA 98373","(47.1352986, -122.3186228)"
"5733 Wesleyann Drive Gibsonia, PA 15044","(40.6448057, -79.95736889999999)"
"3958 W Sweetwater Dr Tucson, AZ 85745","(32.2810408, -111.0494638)"
"1833 S 16 St Philadelphia, PA 19145","(39.9276776, -75.17215139999999)"
"192 Harris Hills Dr Athens, GA 30607","(34.0343929, -83.5063955)"
"19 Carol Drive Englewood Cliffs, NJ 7632","(40.9011874, -73.9455571)"
"324 Montpelier Ct Westminster, MD 21157","(39.5605749, -77.00489309999999)"
"1016 Steuben St Pittsburgh, PA 15220","(40.4433327, -80.0429111)"
"101 Spring Garden Rd Sebring, FL 33870","(27.5155369, -81.4901325)"
"111 Red Bud Drive Hendersonville, TN 37075","(36.3007157, -86.58596419999999)"
"15 Swarthmore Dr Carteret, NJ 7008","(40.5878643, -74.2294649)"
"77 Orient Ave Jersey City, NJ 7305","(40.7105279, -74.0801649)"
